P,10/11/2018 01:18:56,6,4,1,1,0,1,3,1,0,0,0,0,0,0,0,0,17,25,35,45,3.8e+00,10000,6.0e+00,2.6e-01,6.4e-01,1.2e+00
P,10/11/2018 01:19:02,6,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,25,24,0,3.8e+00,10000,6.0e+00,1.5e-01,3.4e-01,4.4e-01
P,10/11/2018 01:19:08,9,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,24,33,0,44,3.8e+00,10000,6.1e+00,3.4e-01,6.1e-01,1.2e+00
P,10/11/2018 01:19:14,10,4,0,1,0,2,3,1,0,0,0,0,0,0,0,0,18,23,28,41,3.8e+00,10000,5.9e+00,2.9e-01,7.0e-01,1.2e+00
P,10/11/2018 01:19:20,7,1,2,3,0,4,0,0,1,1,0,0,0,0,0,0,19,20,41,0,3.8e+00,10000,6.0e+00,2.5e-01,6.6e-01,4.1e+00
P,10/11/2018 01:19:26,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,15,23,39,0,3.8e+00,10000,6.0e+00,1.6e-01,2.7e-01,3.0e-01
P,10/11/2018 01:19:32,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,16,23,26,0,3.9e+00,10000,5.9e+00,1.6e-01,3.7e-01,2.9e+00
P,10/11/2018 01:19:38,13,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,19,0,0,37,3.9e+00,10000,6.0e+00,3.0e-01,6.0e-01,5.8e+00
P,10/11/2018 01:19:44,4,3,3,2,0,1,2,0,0,2,0,0,1,0,0,0,16,21,27,0,3.9e+00,10000,6.0e+00,2.7e-01,6.7e-01,2.1e+01
P,10/11/2018 01:19:50,8,3,2,2,0,1,2,0,1,0,0,0,0,0,0,0,28,26,25,0,3.8e+00,10000,6.0e+00,3.0e-01,6.6e-01,1.8e+00
P,10/11/2018 01:19:56,7,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8e+00,10000,6.0e+00,1.8e-01,2.6e-01,1.6e+01
P,10/11/2018 01:20:02,5,4,3,5,0,0,1,0,1,0,0,0,0,0,0,0,20,37,0,0,3.8e+00,10000,6.0e+00,3.4e-01,6.8e-01,1.7e+00
P,10/11/2018 01:20:08,10,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0,0,0,3.8e+00,10000,6.0e+00,3.3e-01,5.1e-01,6.1e+00
P,10/11/2018 01:20:14,8,3,2,0,0,2,0,1,0,1,0,0,0,0,0,0,16,0,24,39,3.8e+00,10000,6.0e+00,2.8e-01,5.5e-01,3.3e+00
P,10/11/2018 01:20:20,4,6,4,1,1,0,0,0,0,1,0,0,0,0,0,0,21,31,0,0,3.8e+00,10000,5.9e+00,3.8e-01,6.0e-01,3.1e+00
P,10/11/2018 01:20:26,8,2,1,2,2,0,2,1,1,0,0,0,0,0,0,0,24,24,0,41,3.8e+00,10000,6.0e+00,2.5e-01,6.7e-01,2.1e+00
P,10/11/2018 01:20:32,5,4,0,1,1,4,1,1,0,1,0,0,0,0,0,0,25,21,25,65,3.7e+00,10000,6.0e+00,2.3e-01,6.6e-01,3.6e+00
P,10/11/2018 01:20:38,10,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,19,24,0,45,3.7e+00,10000,6.0e+00,2.7e-01,4.0e-01,7.1e-01
P,10/11/2018 01:20:44,9,2,2,3,0,1,0,0,1,0,0,0,0,0,0,0,23,24,25,0,3.7e+00,10000,6.0e+00,3.1e-01,5.5e-01,1.6e+00
P,10/11/2018 01:20:50,5,3,4,1,0,1,2,0,1,0,0,0,0,0,0,0,20,35,35,0,3.7e+00,10000,6.0e+00,3.2e-01,7.1e-01,1.9e+00
P,10/11/2018 01:20:56,11,4,4,2,1,1,2,1,1,0,0,0,1,0,0,0,22,31,25,55,3.7e+00,10000,6.0e+00,4.7e-01,1.0e+00,1.9e+01
P,10/11/2018 01:21:02,8,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,18,0,53,0,3.7e+00,10000,6.0e+00,2.6e-01,4.5e-01,1.4e+00
P,10/11/2018 01:21:08,13,7,1,0,0,1,2,1,0,0,0,0,0,0,0,0,22,0,25,37,3.7e+00,10000,5.9e+00,4.6e-01,7.9e-01,1.3e+00
P,10/11/2018 01:21:14,7,4,2,2,1,2,2,0,0,0,0,0,0,0,0,0,21,20,27,0,3.7e+00,10000,6.0e+00,3.4e-01,7.0e-01,8.8e-01
P,10/11/2018 01:21:20,8,2,5,1,0,1,1,0,2,0,0,0,0,0,0,0,16,25,25,0,3.7e+00,10000,6.0e+00,3.7e-01,8.0e-01,2.9e+00
P,10/11/2018 01:21:26,8,4,1,3,0,1,1,1,2,0,0,0,0,0,0,0,19,24,23,43,3.7e+00,10000,6.0e+00,3.2e-01,7.8e-01,3.2e+00
